UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,4,2024,70,3474693,1629289,1845404,1354562,1493903,159474,210848,14694,16606,79642,99955,2637,2968,18280,21124,1369824,1511158,164020,217031,25096,28812,85523,106364,4673,5377,1469464,1660363,1210500,1327213,152683,202743,10278,12070,78347,98337,2210,2472,15446,17528,1223303,1341344,156024,207307,19178,22354,83602,104004,4008,4578,159825,185041,144062,166690,6791,8105,4416,4536,1295,1618,427,496,2834,3596,146521,169814,7996,9724,5918,6458,1921,2360,665,799
R,4,2024,71,3331598,1554084,1777514,1296743,1443829,147311,197681,13448,15608,77157,97862,2594,2833,16831,19701,1310747,1459946,151438,203336,22956,27030,82694,103849,4560,5114,1407776,1604338,1164760,1287469,141076,190109,9507,11462,75910,96344,2232,2371,14291,16583,1176552,1300887,144111,194403,17664,21244,80883,101611,3964,4358,146308,173176,131983,156360,6235,7572,3941,4146,1247,1518,362,462,2540,3118,134195,159059,7327,8933,5292,5786,1811,2238,596,756
R,4,2024,72,3204040,1489004,1715036,1250778,1399464,137859,189545,12600,14624,69812,90375,2268,2617,15687,18411,1263828,1414637,141690,194828,21766,25571,74702,95658,4111,4709,1351887,1553037,1126571,1253259,132302,182274,9049,10879,68668,89003,1943,2195,13354,15427,1137603,1265795,135161,186254,16891,20258,73087,93649,3566,4022,137117,161999,124207,146205,5557,7271,3551,3745,1144,1372,325,422,2333,2984,126225,148842,6529,8574,4875,5313,1615,2009,545,687
R,4,2024,73,2964394,1365068,1599326,1139681,1296393,129150,180335,11856,13751,67415,89274,2142,2362,14824,17211,1152026,1310402,132782,185388,20484,23946,72083,94335,3881,4368,1237732,1445510,1024488,1157417,123822,173634,8579,10103,66322,87888,1844,2008,12677,14460,1034958,1169036,126524,177474,16061,18848,70527,92322,3399,3734,127336,153816,115193,138976,5328,6701,3277,3648,1093,1386,298,354,2147,2751,117068,141366,6258,7914,4423,5098,1556,2013,482,634
R,4,2024,74,2857217,1312011,1545206,1096061,1254560,121302,170583,11364,12913,67236,88287,2191,2437,13857,16426,1107572,1267889,124710,175437,19594,22606,71454,93045,3829,4359,1193432,1400276,988622,1123435,116435,164216,8369,9664,66271,87041,1855,2073,11880,13847,998444,1134544,119045,167898,15484,18034,70036,91215,3312,3766,118579,144930,107439,131125,4867,6367,2995,3249,965,1246,336,364,1977,2579,109128,133345,5665,7539,4110,4572,1418,1830,517,593
R,4,2024,75,2750213,1257789,1492424,1059981,1224407,109906,157807,10499,12082,62481,80462,2023,2290,12899,15376,1070705,1237068,113002,162199,18194,21363,66424,84794,3530,3999,1150026,1357992,962213,1102499,105588,152078,7789,9089,61603,79302,1734,1970,11099,13054,971374,1113146,107945,155429,14508,17194,65131,83105,3066,3466,107763,134432,97768,121908,4318,5729,2710,2993,878,1160,289,320,1800,2322,99331,123922,5057,6770,3686,4169,1293,1689,464,533
R,4,2024,76,2720315,1242092,1478223,1059056,1229387,101151,146383,9842,11300,57772,74162,1821,2061,12450,14930,1069473,1241752,104161,150584,17417,20336,61385,78342,3245,3745,1140121,1350520,966484,1113361,97086,141033,7311,8612,56925,73077,1573,1767,10742,12670,975402,1123740,99393,144261,13953,16461,60153,76764,2856,3257,101971,127703,92572,116026,4065,5350,2531,2688,847,1085,248,294,1708,2260,94071,118012,4768,6323,3464,3875,1232,1578,389,488
R,4,2024,77,2676068,1228204,1447864,1057932,1217331,93081,133825,9498,10851,54223,69784,1657,1830,11813,14243,1067951,1229222,95793,137700,16796,19581,57534,73676,3020,3417,1132803,1327424,970988,1107774,89399,128765,7158,8341,53545,68765,1435,1571,10278,12208,979667,1117865,91489,131766,13648,15987,56496,72231,2642,2989,95401,120440,86944,109557,3682,5060,2340,2510,678,1019,222,259,1535,2035,88284,111357,4304,5934,3148,3594,1038,1445,378,428
R,4,2024,78,1882349,839427,1042922,710048,860880,69023,105542,6932,8269,43200,55752,1446,1613,8778,10866,717339,869842,71136,108555,12122,14581,45877,58967,2557,2925,763135,940850,640591,767985,65997,101238,5103,6172,42626,54934,1258,1402,7560,9119,646837,775429,67605,103485,9635,11579,45026,57749,2236,2576,76292,102072,69457,92895,3026,4304,1829,2097,574,818,188,211,1218,1747,70502,94413,3531,5070,2487,3002,851,1218,321,349
R,4,2024,79,1831251,813284,1017967,690435,843173,65499,101191,6581,7968,41063,53511,1248,1502,8458,10622,697546,851977,67478,104156,11600,14249,43541,56574,2356,2776,742850,923614,626195,757193,62804,97347,4961,6027,40485,52724,1082,1287,7323,9036,632299,764626,64309,99596,9396,11495,42706,55426,2088,2418,70434,94353,64240,85980,2695,3844,1620,1941,578,787,166,215,1135,1586,65247,87351,3169,4560,2204,2754,835,1148,268,358
R,4,2024,80,1767828,777442,990386,666525,830693,59231,93384,5976,7353,37029,47791,1118,1232,7563,9933,672918,838934,60878,96108,10586,13308,39219,50531,2076,2451,714684,903008,609195,750784,56758,89955,4558,5659,36569,47082,982,1082,6622,8446,614778,757739,58040,92033,8675,10849,38530,49493,1837,2172,62758,87378,57330,79909,2473,3429,1418,1694,460,709,136,150,941,1487,58140,81195,2838,4075,1911,2459,689,1038,239,279
R,4,2024,81,1699206,740220,958986,637869,808949,54328,88416,5427,6823,34505,44436,958,1187,7133,9175,643891,816601,55990,90897,9843,12497,36452,46900,1806,2206,683577,877085,586065,734269,52081,84974,4241,5181,34080,43818,853,1007,6257,7836,591346,740771,53364,86840,8212,10179,35823,45985,1604,1914,56643,81901,51804,74680,2247,3442,1186,1642,425,618,105,180,876,1339,52545,75830,2626,4057,1631,2318,629,915,202,292
R,4,2024,82,1424313,611054,813259,522909,680762,45779,76807,4764,5855,30623,40796,839,1036,6140,8003,528048,687440,47189,78968,8483,10686,32426,43008,1569,1931,561706,742243,477751,615627,43874,74102,3718,4484,30249,40249,731,875,5383,6906,482235,621349,44977,75782,7044,8742,31864,42206,1388,1683,49348,71016,45158,65135,1905,2705,1046,1371,374,547,108,161,757,1097,45813,66091,2212,3186,1439,1944,562,802,181,248
R,4,2024,83,1243812,526042,717770,447690,598624,40001,68872,4184,5322,28072,37010,750,928,5345,7014,452170,604422,41180,70759,7432,9523,29670,39027,1420,1763,481344,652313,406708,538611,38288,66243,3252,4156,27746,36502,667,786,4683,6015,410628,543553,39195,67696,6156,7845,29172,38280,1262,1524,44698,65457,40982,60013,1713,2629,932,1166,326,508,83,142,662,999,41542,60869,1985,3063,1276,1678,498,747,158,239
R,4,2024,84,1103871,458073,645798,387708,535853,35564,63349,3686,4885,25533,34151,685,890,4897,6670,391850,541394,36652,65210,6535,8807,27049,36033,1285,1703,417917,585416,350984,480637,33987,60911,2858,3765,25213,33680,591,739,4284,5684,354592,485330,34816,62312,5392,7189,26591,35344,1134,1455,40156,60382,36724,55216,1577,2438,828,1120,320,471,94,151,613,986,37258,56064,1836,2898,1143,1618,458,689,151,248
R,4,2024,85,1004587,411684,592903,350915,496630,30476,55500,3177,4363,22397,29891,551,773,4168,5746,354453,501445,31442,57010,5689,7801,23629,31525,1027,1456,376483,538470,318630,446759,29108,53281,2488,3376,22135,29485,474,658,3648,4911,321709,450860,29854,54415,4717,6400,23250,30915,908,1250,35201,54433,32285,49871,1368,2219,689,987,262,406,77,115,520,835,32744,50585,1588,2595,972,1401,379,610,119,206
R,4,2024,86,890670,358625,532045,304734,444643,26630,49962,2853,3915,20115,27717,516,727,3777,5081,307915,448868,27511,51364,5090,6840,21276,29182,954,1334,327607,483034,276265,399763,25476,47957,2225,3049,19892,27352,438,600,3311,4313,279048,403317,26162,49030,4226,5594,20931,28641,825,1130,31018,49011,28469,44880,1154,2005,628,866,223,365,78,127,466,768,28867,45551,1349,2334,864,1246,345,541,129,204
R,4,2024,87,761946,300510,461436,255113,385510,21977,43067,2363,3371,17447,24340,452,567,3158,4581,257815,389338,22673,44304,4192,6043,18433,25664,817,1113,273843,418569,230575,346037,20930,41443,1882,2607,17258,24009,401,488,2797,3985,232961,349343,21474,42412,3537,4987,18158,25199,728,976,26667,42867,24538,39473,1047,1624,481,764,189,331,51,79,361,596,24854,39995,1199,1892,655,1056,275,465,89,137
R,4,2024,88,676637,261562,415075,221938,346121,19434,39423,2064,3062,14971,21797,378,522,2777,4150,224254,349560,20077,40559,3654,5481,15867,22994,741,996,238290,376815,200493,310992,18553,37930,1637,2381,14816,21518,334,442,2457,3552,202538,313919,19045,38816,3072,4486,15634,22567,660,864,23272,38260,21445,35129,881,1493,427,681,155,279,44,80,320,598,21716,35641,1032,1743,582,995,233,427,81,132
R,4,2024,89,585642,221337,364305,187932,304654,16031,33881,1740,2625,12910,19096,328,448,2396,3601,189979,307641,16556,34860,3114,4681,13645,20203,644,876,201819,330990,169895,273996,15333,32591,1382,2020,12774,18848,296,384,2139,3151,171718,276596,15759,33366,2631,3848,13431,19842,585,764,19518,33315,18037,30658,698,1290,358,605,136,248,32,64,257,450,18261,31045,797,1494,483,833,214,361,59,112
R,4,2024,90,477978,175903,302075,149069,251901,12571,28014,1381,2110,10589,16596,292,402,2001,3052,150770,254449,13028,28829,2490,3857,11257,17518,533,778,160246,274524,134606,226510,12015,26965,1098,1647,10483,16389,257,352,1787,2661,136128,228724,12382,27610,2108,3207,11086,17216,475,680,15657,27551,14463,25391,556,1049,283,463,106,207,35,50,214,391,14642,25725,646,1219,382,650,171,302,58,98
R,4,2024,91,414343,148151,266192,125455,221950,10515,24472,1164,1875,9163,14937,230,317,1624,2641,126810,224131,10890,25211,2060,3380,9712,15704,448,673,135580,242794,113834,200370,10057,23568,944,1492,9069,14768,204,277,1472,2319,115056,202274,10372,24171,1755,2845,9581,15446,405,597,12571,23398,11621,21580,458,904,220,383,94,169,26,40,152,322,11754,21857,518,1040,305,535,131,258,43,76
R,4,2024,92,352251,122508,229743,104779,193714,7908,19462,913,1538,7398,12473,176,266,1334,2290,105925,195623,8225,20070,1654,2861,7830,13136,344,546,111926,209875,94915,175296,7589,18749,737,1223,7324,12357,157,241,1204,2009,95948,176961,7849,19239,1413,2396,7721,12963,306,489,10582,19868,9864,18418,319,713,176,315,74,116,19,25,130,281,9977,18662,376,831,241,465,109,173,38,57
R,4,2024,93,293652,98353,195299,83877,164221,6212,16233,740,1337,6192,11305,163,245,1169,1958,84858,165862,6474,16774,1385,2438,6595,11891,320,495,89861,178432,75986,148604,5942,15651,590,1051,6149,11187,149,211,1045,1728,76863,150046,6158,16086,1166,2042,6517,11704,290,438,8492,16867,7891,15617,270,582,150,286,43,118,14,34,124,230,7995,15816,316,688,219,396,78,187,30,57
R,4,2024,94,233175,75221,157954,63769,132323,4854,13415,644,1069,4960,9351,126,198,868,1598,64502,133638,5067,13867,1144,1980,5230,9814,234,400,68588,144409,57617,119771,4629,12945,527,857,4922,9257,111,176,782,1403,58282,120927,4804,13306,984,1673,5165,9671,206,350,6633,13545,6152,12552,225,470,117,212,38,94,15,22,86,195,6220,12711,263,561,160,307,65,143,28,50
R,4,2024,95,181009,55473,125536,47008,105298,3459,10414,445,822,3755,7476,87,172,719,1354,47605,106417,3625,10807,840,1592,3991,7875,194,344,50837,115188,42699,95745,3311,10034,370,651,3728,7394,80,157,649,1207,43238,96735,3452,10356,730,1354,3944,7756,175,316,4636,10348,4309,9553,148,380,75,171,27,82,7,15,70,147,4367,9682,173,451,110,238,47,119,19,28
R,4,2024,96,140972,41448,99524,34920,83336,2547,8173,335,686,3026,6100,63,127,557,1102,35392,84259,2665,8466,638,1318,3221,6408,143,281,38131,91800,31828,76204,2451,7896,277,566,3005,6039,58,112,512,983,32262,77020,2553,8140,558,1140,3187,6319,131,249,3317,7724,3092,7132,96,277,58,120,21,61,5,15,45,119,3130,7239,112,326,80,178,34,89,12,32
R,4,2024,97,104076,29290,74786,24402,62355,1874,6091,251,538,2289,4859,51,92,423,851,24749,63059,1988,6340,495,1028,2424,5090,103,198,26962,69068,22247,57080,1800,5869,216,443,2274,4822,46,81,379,773,22557,57720,1895,6082,438,895,2394,5035,90,176,2328,5718,2155,5275,74,222,35,95,15,37,5,11,44,78,2192,5339,93,258,57,133,30,55,13,22
R,4,2024,98,74506,19745,54761,16343,45304,1227,4568,174,391,1682,3766,23,71,296,661,16587,45848,1304,4758,332,761,1779,3962,69,161,18225,50777,14935,41625,1180,4421,146,326,1675,3736,20,64,269,605,15158,42125,1243,4585,290,672,1763,3914,61,143,1520,3984,1408,3679,47,147,28,65,7,30,3,7,27,56,1429,3723,61,173,42,89,16,48,8,18
R,4,2024,99,51991,13124,38867,10651,31976,847,3144,117,304,1269,2874,27,67,213,502,10829,32390,901,3303,236,593,1341,3012,58,129,12131,36131,9735,29444,817,3048,103,263,1260,2859,24,62,192,455,9897,29821,862,3186,211,530,1327,2978,51,117,993,2736,916,2532,30,96,14,41,9,15,3,5,21,47,932,2569,39,117,25,63,14,34,7,12
R,4,2024,100,91812,21032,70780,16298,56487,1333,5979,233,589,2679,6526,40,128,449,1071,16663,57341,1462,6335,474,1189,2836,6820,109,285,19650,66481,15035,52525,1285,5818,211,526,2664,6495,37,119,418,998,15378,53323,1400,6141,438,1090,2812,6765,98,263,1382,4299,1263,3962,48,161,22,63,15,31,3,9,31,73,1285,4018,62,194,36,99,24,55,11,22
R,5,2024,999,336370098,166442204,169927894,125803130,126701793,22152446,23919584,2297440,2252759,10483692,11307234,463374,451300,5242122,5295224,130497296,131419615,24590147,26424769,3747176,3758904,12445165,13252293,909630,899086,132972959,137181362,96758410,98326573,20411076,22136558,1203619,1237621,10124385,10950042,331452,327070,4144017,4203498,100469722,102070220,22320190,24108157,2210167,2305005,11783826,12594739,678917,677406,33469245,32746532,29044720,28375220,1741370,1783026,1093821,1015138,359307,357192,131922,124230,1098105,1091726,30027574,29349395,2269957,2316612,1537009,1453899,661339,657554,230713,221680
R,5,2024,0,3650544,1865294,1785250,1287400,1228371,302607,294465,33992,32599,107206,101308,7352,6927,126737,121580,1403958,1340160,372773,361908,57667,55382,153999,146041,16050,15193,1354290,1292321,874437,829638,263641,256671,12326,11732,99352,93927,4072,3917,100462,96436,967367,918809,320088,310965,27234,26106,137970,130878,10364,9913,511004,492929,412963,398733,38966,37794,21666,20867,7854,7381,3280,3010,26275,25144,436591,421351,52685,50943,30433,29276,16029,15163,5686,5280
R,5,2024,1,3669607,1874795,1794812,1291710,1232317,303595,295737,34346,32975,110590,104722,7442,7013,127112,122048,1408602,1344524,373870,363311,58084,55845,157624,149751,16162,15309,1359191,1297497,875021,830132,264327,257679,12326,11722,102689,97259,4153,3977,100675,96728,968130,919559,320782,312010,27231,26102,141528,134481,10464,9997,515604,497315,416689,402185,39268,38058,22020,21253,7901,7463,3289,3036,26437,25320,440472,424965,53088,51301,30853,29743,16096,15270,5698,5312
R,5,2024,2,3725659,1903418,1822241,1309032,1248636,307445,299455,35164,33768,114915,109066,7584,7195,129278,124121,1427906,1362733,378833,368101,59293,57019,162836,154944,16447,15627,1379800,1317277,886339,840742,267490,260775,12513,11924,106859,101410,4265,4083,102334,98343,980967,931645,324777,315925,27634,26522,146461,139367,10681,10204,523618,504964,422693,407894,39955,38680,22651,21844,8056,7656,3319,3112,26944,25778,446939,431088,54056,52176,31659,30497,16375,15577,5766,5423
R,5,2024,3,3620660,1851001,1769659,1265659,1205325,304819,296366,34422,33110,114625,108624,7015,6582,124461,119652,1380103,1315319,373514,362536,57628,55491,160816,152887,15536,14705,1347782,1284857,858561,812980,267053,259855,12420,11994,106979,101208,4204,3899,98565,94921,949697,900716,322167,313055,26970,26074,145201,137891,10381,9810,503219,484802,407098,392345,37766,36511,22002,21116,7646,7416,2811,2683,25896,24731,430406,414603,51347,49481,30658,29417,15615,14996,5155,4895
R,5,2024,4,3784951,1933973,1850978,1338163,1277569,304817,296310,36655,35071,121114,114686,7294,6886,125930,120456,1453959,1388321,374423,363016,59966,57501,167890,159220,15908,15047,1423837,1360178,923435,878080,268504,261423,13946,13474,113166,107097,4516,4226,100270,95878,1016111,966678,324584,315188,28718,27674,152091,144155,10856,10233,510136,490800,414728,399489,36313,34887,22709,21597,7948,7589,2778,2660,25660,24578,437848,421643,49839,47828,31248,29827,15799,15065,5052,4814
R,5,2024,5,3832209,1957039,1875170,1356687,1295874,306399,299509,36969,35315,123374,116661,7462,6994,126148,120817,1472632,1406912,375969,366303,60434,57939,170293,161334,16112,15190,1440644,1376452,936239,889148,269870,264171,14262,13833,115292,108953,4619,4326,100362,96021,1028949,977845,325815,317906,29131,28141,154372,146103,10999,10357,516395,498718,420448,406726,36529,35338,22707,21482,8082,7708,2843,2668,25786,24796,443683,429067,50154,48397,31303,29798,15921,15231,5113,4833
R,5,2024,6,3923113,2005833,1917280,1389089,1324360,313939,306274,37788,35510,129125,121326,7562,7133,128330,122677,1507010,1437080,384354,373979,61743,58549,177068,166735,16405,15496,1479607,1410447,958359,908987,278341,271713,14530,13933,121188,113714,4789,4471,102400,97629,1052906,999119,335163,326264,29762,28547,161256,151547,11342,10631,526226,506833,430730,415373,35598,34561,23258,21577,7937,7612,2773,2662,25930,25048,454104,437961,49191,47715,31981,30002,15812,15188,5063,4865
R,5,2024,7,4008402,2050876,1957526,1427369,1358136,314466,306611,36752,35640,135090,126466,7701,7277,129498,123396,1546285,1471547,384609,374117,61177,59073,184150,172418,16806,15792,1515057,1441425,985013,932420,279046,272262,15498,14873,127182,118963,4964,4614,103354,98293,1080334,1023171,335520,326650,31148,29821,168293,157319,11760,10912,535819,516101,442356,425716,35420,34349,21254,20767,7908,7503,2737,2663,26144,25103,465951,448376,49089,47467,30029,29252,15857,15099,5046,4880
R,5,2024,8,4096249,2093351,2002898,1471802,1402090,316322,309732,36230,34936,131334,124115,7526,7262,130137,124763,1591419,1516773,386622,377741,61161,58819,180326,170560,16656,15887,1546346,1476655,1016866,964705,281575,275847,15983,15302,123402,116683,4763,4622,103757,99496,1112678,1056600,338226,330703,31976,30622,164330,155469,11533,11018,547005,526243,454936,437385,34747,33885,20247,19634,7932,7432,2763,2640,26380,25267,478741,460173,48396,47038,29185,28197,15996,15091,5123,4869
R,5,2024,9,4125375,2106920,2018455,1478058,1411232,321202,313587,36147,35159,134225,126787,7414,7307,129874,124383,1597427,1525547,391337,381225,61101,59068,183067,173157,16554,15951,1563183,1492194,1025637,973727,285901,279207,16319,15700,126695,119499,4789,4695,103842,99366,1121498,1065470,342457,333825,32460,31094,167673,158312,11627,11158,543737,526261,452421,437505,35301,34380,19828,19459,7530,7288,2625,2612,26032,25017,475929,460077,48880,47400,28641,27974,15394,14845,4927,4793
R,5,2024,10,4100238,2100066,2000172,1477474,1401550,321807,312229,36356,35030,129363,122216,7069,6812,127997,122335,1595119,1513943,390652,379056,61176,58699,177526,167451,16181,15366,1559544,1482063,1027439,970501,286403,278090,16676,15927,122136,115425,4604,4423,102286,97697,1121902,1060673,341895,332095,32790,31230,162472,153206,11362,10761,540522,518109,450035,431049,35404,34139,19680,19103,7227,6791,2465,2389,25711,24638,473217,453270,48757,46961,28386,27469,15054,14245,4819,4605
